Obsidian Sourcing Document,Document Name,Endnote Reference,Rank,XRF?,Full Citation,,,,,,,,,,,,,,,,,,,,,,,
,Knight et al. 2017,"""{Knight, 2017 #11130}""",,,Knight* Charles L. F.* Heng Hu* Michael D. Glascock* Stephen A. Nelson. 2017. Obsidian Sub-Sources at the Zaragoza-Oyameles Quarry in Puebla* Mexico: Similarities with Altotonga and Their Distribution Throughout Mesoamerica. Latin American Antiquity 28(1):46-65.,,,,,,,,,,,,,,,,,,,,,,,
,Kshirsagar et al. 2015,"""{Kshirsagar, 2015 #11131}""",,,Kshirsagar* Pooja* Claus Siebe* Marie Noëlle Guilbaud* Sergio Salinas* and Paul W. Layer. 2015. Late Pleistocene Alberca de Guagalupe Marr Volcano (Zacapu Basin* Michoacan): Stratigraphy* Tectonic Setting* and Paleo-Hydrological Environment. Journal of Volcanology and Geothermal Research 304:214-236.,,,,,,,,,,,,,,,,,,,,,,,
,Kuhns 1980,"""{Kuhns, 1980 #11132}""",,,Kuhns* Roger James. 1980. Structure and Chemical Aspects of the Lochsa Geothermal System Near Near the Northern Margin of the Idaho Batholith. Washington State University.,,,,,,,,,,,,,,,,,,,,,,,
,Kuzmin and Glascock 2002,"""{Kuzmin, 2002 #11134}""",,,Kuzmin* Yaroslav V.* Michael D. Glascock* and Hiroyuki Sato. 2002. Sources of Archaeological Obsidian on Sakhalin Island (Russia Far East). Journal of Archaeological Science 29:741-749.,,,,,,,,,,,,,,,,,,,,,,,
,Kuzmin et al. 2002,"""{Kuzmin, 2002 #11135}""",,,Kuzmin* Y. V.* V. K. Popov* M. D. Glascock* and M. S. Shackley. 2002. Sources of Archaeological Volcanic Glass in the Primoreye (Maritime) Province* Russia Far East. Archaeometry 44(4):505-515.,,,,,,,,,,,,,,,,,,,,,,,
,Kuzmin et al. 2008,"""{Kuzmin, 2008 #8352}""",,,Kuzmin* Yaroslav V.* Robert J. Speakman* Michael D. Glascock* Vladimir K. Popov* Andrei V. Grebennikov* Margarita A. Kikova* and Andrei V. Ptashinsky. 2008. Obsidian Use at the Ushki Lake Complex* Kamchatka Peninsula (Northeastern Siberia): Implications for Terminal Pleistocene and Early Holocene Human Migrations in Beringia. Journal of Archaeological Science 35:2179-2187.,,,,,,,,,,,,,,,,,,,,,,,
,Kuzmin 2011,"""{Kuzmin, 2011 #11133}""",,,Kuzmin* Yaroslav V. 2011. The Patterns of Obsidian Exploitationin the Late Upper Pleistoceneof the Russian Far East and Neighboring Northeast Asia. Natural Resource Environment and Humans 1:67-82.,,,,,,,,,,,,,,,,,,,,,,,
,Kuzmin et al. 2013,"""{Kuzmin, 2013 #11136}""",1,x,Kuzmin* Yaroslav V.* Michael D. Glascock* and M. Izuho. 2013. The Geochemistry of the Major Sources of Archaeological Obsidian on Hollaido Island (Japan): Shirataki and Oteko. Archaeometry 55(3):355-369.,,,,,,,,,,,,,,,,,,,,,,,
,LaValley 2013,"""{LaValley, 2013 #11137}""",10,x,Lavalley* Stephen J. 2013. Late Holocene Toolstone Procurement and Land-Use Strategies in the Black Rock Desert and High Rock County of Northwest Nevada* University of Nevada.,,,,,,,,,,,,,,,,,,,,,,,
,Le Bourdonnec et al. 2005,"""{Le Bourdonnec, 2005 #11138}""",,,Le Bourdonnec* F.-X.* S. Delerue* S. Dubernet* Ph. Moretto* Th. Calligro* J.-C. Dran* and G. Poupeau. 2005. PIXE Characterization of Western Mediterranean and Anatolian Obsidians and Neolithic Provenance Studies. Nuclear Instruments and Methods in Physics Research B 240:595-599.,,,,,,,,,,,,,,,,,,,,,,,
,Le Bourdonnec et al. 2012,"""{Le Bourdonnec, 2012 #11139}""",10,x,Le Bourdonnec* François-Xavier* Sébastian Nomade* Gérard Poupeau* Hervé Guillou* Nikolos Tushabramishvili* Marie-Hélène Moncel* David Pleurdeau* Tamar Agapishvili* Pierre Voinchet* Ana Mgeladze* and David Lordkipanidze. 2012. Multiple Origins of Bondi Cave and Ortvale Klde (NW Georgia) Obsidians and Human Mobility in Transcaucasia During the Middle and Upper Paleolithic. Journal of Archaeological Science 39:1317-1330.,,,,,,,,,,,,,,,,,,,,,,,
,Le Roex and Erlank 1982,"""{Le Roex, 1982 #11140}""",10,x,Le Roex* Anton P.* and A. J. Erlank. 1982. Quantitative Evaluation of Fractional Crystallization in Bouvet Island Lavas. Journal of Volcanology and Geothermal Research 13:309-338.,,,,,,,,,,,,,,,,,,,,,,,
,Leach 1973,"""{Leach, 1973 #11141}""",,,Leach* B.F. 1973. Obsidian in the Chatham Islands. New Zealand Archaeological Association Newsletter 16(3):104-106.,,,,,,,,,,,,,,,,,,,,,,,
,Leach 1996,"""{Leach, 1996 #11142}""",,,Leach* Foss. 1996. New Zealand and Oceanic Obsidians: An Archaeological Perspective Using Neutron Activation Analysis. Journal of the Royal Society of New Zealand 26(1):79-105.,,,,,,,,,,,,,,,,,,,,,,,
,Lee and Kim 2015,"""{Lee, 2015 #11143}""",,,Lee* Gikil* and Jongchan Kim. 2015. Obsidians from the Sinbuk Archaeological Site in Korea - Evidences for Strait Crossing and Long-Distance Exchange of Raw Material in Paleolithic Age. Journal of Archaeological Science: Reports 2:458-466.,,,,,,,,,,,,,,,,,,,,,,,
,Leeman 1982,"""{Leeman, 1982 #11144}""",,,Leeman* William P. 1982. Rhyolites in the Snake River Plain-Yellowstone Plateau Province* Idaho and Wyoming: A Summary of Petrogenetic Models. Geology Bulletin 26:203-212.,,,,,,,,,,,,,,,,,,,,,,,
,Lundblad et al,"""{Lundblad, 2013 #11145}""",10,x,Lundblad* Steven P.* Peter R. Mills* Mark D. McCoy* Jennifer Mulliken* and Dane Kaylor. 2013. Identification of Volcanic Glass Sources Inferred from Geochemical Analysis of Artifacts on Leeward Hawai'i Island. University of Otago Studies in Archaeology 25:67-75.,,,,,,,,,,,,,,,,,,,,,,,
,Lustrino et al. 2000,"""{Lustrino, 2000 #11146}""",,,Lustrino* Michele* Leone Melluso* Vincenzo Morra. 2000. The Role of Lower Continental Crust and Lithospheric Mantle in the Genesis of Plio-Pleistocene Volcanic Rocks from Sardinia (Italy). Earth and Planetary Science Letters 180:259-270.,,,,,,,,,,,,,,,,,,,,,,,
,Lynch et al. 2016,"""{Lynch, 2016 #11147}""",10,x,Lynch* Sean C.* Hirofumi Kato* and Andrzej W. Weber. 2016. Obsidian Resource Use from Jomon to Oshotsk Period on Rebun Island: An Analysis of Archaeological Obsidian. Journal of Archaeological Science.,,,,,,,,,,,,,,,,,,,,,,,
,Lyons et al. 2001,"""{Lyons, 2001 #11148}""",1,x,Lyons* William H.* Scott P. Thomas* and Craig E. Skinner. 2001. Changing Obsidian Sources at the Lost Dune and McCoy Creek Sites* Blitzen Valley* Southeast Oregon. Journal of California and Great Basin Anthropology 23(2):273-296.,,,,,,,,,,,,,,,,,,,,,,,
,Macdonald and Bailey 1973,"""{Macdonald, 1973 #11149}""",,,Macdonald* R.* R. L. Smith* and J. E. Thomas. 1992. Chemisty of Subalkalic Silicic Obsidians. U. S. Geological Survey Professional Papers 1523.,,,,,,,,,,,,,,,,,,,,,,,
,Macdonald et al. 1992,"""{Macdonald, 1992 #11150}""",,,Macdonald* Ray* and D. K. Bailey. 1973. Chemistry of Igneous Rocks Part 1: The Chemistry of Peralkaline Oversaturated Obsidians. U. S. Geological Survey Professional Papers 440-N-1.,,,,,,,,,,,,,,,,,,,,,,,
,Madsen et al. 2006,"""{Madsen, 2006 #11151}""",,,Madsen* J. K.* D. J. Thorkelson* R. M. Friedman* and D. D. Marshall. 2006. Cenozoic to Recent Plate Configurations in the Pacific Basin: Ridge Subduction and Slab Window Magmatism in Western North America. Geosphere 2(1):11-34.,,,,,,,,,,,,,,,,,,,,,,,
,Manley 1996,"""{Manley, 1996 #11152}""",10,x,Manley* Curtis R. 1996. Physical Volcanology of a Voluminous Rhyolite Lava Flow: the Badlands Lava* Owyhee Plateau* Southwestern Idaho. Journal of Volcanology and Geothermal Research 71:129-153.,,,,,,,,,,,,,,,,,,,,,,,
,Matsuda et al. 1967,"""{Matsuda, 1967 #11388}""",,,Matsuda* T.* K. Nakamura* and A. Sugimura. 1967. Late Cenozoic Orogeny in Japan. Tectonophysics 4(4-6):349-366. ,,,,,,,,,,,,,,,,,,,,,,,
,McInnes and Cameron 1994,"""{McInnes, 1994 #11153}""",,,Mcinnes* Brent I. A.* and Eion M. Cameron. 1994. Carbonated* Alkaline Hybridizing Melts from a Sub-Arc Environment: Mantle Wedge Samples from the Tabar-Lihir-Tanga-Feni Arc* Papua New Guinea. Earth and Planetary Science Letters 122:125-141.,,,,,,,,,,,,,,,,,,,,,,,
,Mendez et al. 2012,"""{Mendez, 2012 #11154}""",,,Mendez* M.* Cesar A.* Charles R. Stern* Omar R. Reyes B.* and Francisco Mena L. 2012. Early Holocene Long-Distance Obisidian Transport in Central-South Patagonia. Chungara* Revista de Anthropologia Chilena 44(3):363-375.,,,,,,,,,,,,,,,,,,,,,,,
,Mierendorf 2004,"""{Mierendorf, 2004 #11155}""",10,x,Mierendorf* Robert R. 2004. Archaeology of the Little Beaver Watershed North Cascades National Park Service Complex* Whatcom County* Washington. Copies available from National Park Service* North Cascades Natinal Park Service Complex.,,,,,,,,,,,,,,,,,,,,,,,
,Millhauser et al. 2011,"""{Millhauser, 2011 #11353}""",1,x,Millhauser* John K.* Enrique Rodríguez-Alegría* and Michael D. Glascock. 2011. Testing the Accuracy of Portable X-Ray Fluorescence to Study Aztec and Colonial Obsidian Supply at Xaltocan* Mexico. Journal of Archaeological Science 38: 3141-3152. ,,,,,,,,,,,,,,,,,,,,,,,
,Millhauser et al 2015,,1,x,Millhauser* John K.* Lane F. Fargher* Verenice Y. Heredia Espinoza* and Richard E. Blanton. 2015. The Geopolitics of Obsidian Supply in Postclassic Tlaxcallan: A Portable X-Ray Fluorescence Study. Journal of Archaeological Science 58:133-146. ,,,,,,,,,,,,,,,,,,,,,,,
,Milic 2014,"""{Milic, 2014 #11156}""",10,x,Milic* Marina. 2014. PXRF Characterization o Obsidian from Central Anatolia* the Aegean and Central Europe. Journal of Archaeological Science 41:285-296.,,,,,,,,,,,,,,,,,,,,,,,
,Mintz 1942,"""{Mintz, 1942 #11157}""",10,x,Mintz* Y. 1942. Slate Mountain Volcano-Lacolith. Plateau 14:42-47.,,,,,,,,,,,,,,,,,,,,,,,
,Miotti et al. 2012,"""{Miotti, 2012 #11158}""",1,x,Miotti* Laura* Enrique Terranova* Ramiro Barberena* Dario Hermo* Martin Giesso* and Michael D. Glascock. 2012. Geochemical Sourcing of Obsidian Fishtail Points: Sources for the Somuncura Plateau (Rio Negro* Argentina). Current Research in the Pleistocene 27:22-24.,,,,,,,,,,,,,,,,,,,,,,,
,Mirabueno et al. 2011,"""{Mirabueno, 2011 #11159}""",,,Mirabueno* Ma. Hannah T.* Mitsuru Okuno* Masayuki Torii* Tohru Danhara* Eduardo P. Laguerta* Christopher G. Newhall* and Tetsuo Kobayashi. 2011. The Irosin Co-Ignimbrite Ash-Fall Deposit: A Widespread Tephra Layer Marker in the Bicol Arc* South Luzxon* Philippines. Quaternary International 246:389-395.,,,,,,,,,,,,,,,,,,,,,,,
,Mitchell-Thome 1972,"""{Mitchell-Thome, 1972 #11160}""",,,Mitchell-Thome* Raoul C. 1972. Outline of the Geology of the Cape Verde Archipelago. Geologishe Rundschau 61(3):1087-1109.,,,,,,,,,,,,,,,,,,,,,,,
,Moore 1983,"""{Moore, 1983 #11161}""",10,x,Moore* Philip Robert. 1983. Geology and Geochemistry of Obsidian Deposits in th Cooks Beach Hahei Area* Coromandel Peninsula: A Contribution to Archaeological Sourcing Studies. New Zealand Journal of Science 26:523-533.,,,,,,,,,,,,,,,,,,,,,,,
,Moore 1990,"""{Moore, 1990 #11162}""",,,Moore* Richard B. 1990. Volcanic Geology and Eruption Frequency* São Miguel* Azores. Bulletin of Volcanology 52(8):602-614.,,,,,,,,,,,,,,,,,,,,,,,
,Moore and Clague 1992,"""{Moore, 1992 #11166}""",,,Moore* James G.* and David A. Clauge. 1992. Volcanic Growth and Evolution of the Island of Hawaii. Geological Society of America 104(11):1471-1484.,,,,,,,,,,,,,,,,,,,,,,,
,Moore 2009,"""{Moore, 2009 #11163}""",10,x,Moore* Joe. 2009. Great Basin Tool-Stone Sources. Copies available from Nevada Department of Transportation.,,,,,,,,,,,,,,,,,,,,,,,
,Moore 2012,"""{Moore, 2012 #11164}""",10,x,Moore* Philip Robert. 2012. The Obsidian Sources of Northland* New Zealand. Journal of the Royal Society of New Zealand 42(4):257-274.,,,,,,,,,,,,,,,,,,,,,,,
,Moore 2013,"""{Moore, 2013 #11165}""",10,x,Moore* Philip Robert. 2013. Obsidian Sources of the Coromandel Volcanic Zone* Northern New Zealand. Journal of the Royal Society of New Zealand 43(1):38-57.,,,,,,,,,,,,,,,,,,,,,,,
,Morgan 1973,"""{Morgan, 1974 #11167}""",10,x,Morgan* W. R. 1974. A Carboniferous Continental Andesite-Rhyolite Association from the 'Nychum' Area* North Queensland* Australia. Journal of Petrology 15(1):97-112.,,,,,,,,,,,,,,,,,,,,,,,
,Morgan 1992,"""{Morgan, 1992 #11168}""",,,Morgan* Lisa A. 1992. Stratigraphic Relations and Paleomagnetic and Geochemical Correlations of Ignimbrites of the Heise Volcanic Field* Eastern Snake River Plain* Eastern Idaho and Western Wyoming. Geological Society of America 179:215-226.,,,,,,,,,,,,,,,,,,,,,,,
,Mungall and Martin 1996,"""{Mungall, 1996 #11169}""",10,x,Mungall* James E.* and Robert F. Martin. 1996. Extreme Differentiation of Peralkaline Rhyolite* Terciera* a Modern Analogue of Stange Lake* Labrador? Canadian Mineralogist 34:769-777.,,,,,,,,,,,,,,,,,,,,,,,
,Nadooshan et al. 2010,"""{Nadooshan, 2010 #11339}""",1,x,Nadooshan* Farhang Khademi* Mohd Ayvatwand* H. Geghanifar* Michael D. Glascock* and S. Colby Phillips. 2010. Report on the Chogabon SIte* a New Source of Obsidian Artifacts in West-Central Iran. IAOS Bulletin 42:9-12. ,,,,,,,,,,,,,,,,,,,,,,,
,Nadooshan et al. 2013,"""{Nadooshan, 2013 #11170}""",1,x,Nadooshan* Farhang Khademi* Akbar Adebi* Michael D. Glascock* Nasir Eskandri* and Mostafa Hazaee. 2013. Provenance of Prehistoric Obsidian Artefacts from Kul Tepe* Northwest Iran Using X-Ray Flourescence (XRF) Analysis. Journal of Archaeological Science 40:1956-1965.,,,,,,,,,,,,,,,,,,,,,,,
,IAOS Bulletin 57,"""{Nami, 2017 #11106}""",1,x,Nami* Hugo G.* Matrin Giesso* Alicia Castro* and Michael D. Glascock. 2017. New Analyses of Late Holocene Obsidians from oouthern Patagonia (Santa Cruz* Argentina). International Association of Obsidian Studies 57:13-25.,,,,,,,,,,,,,,,,,,,,,,,
,Ndiema et al. 2011,"""{Ndiema, 2011 #11171}""",10,x,Ndiema* K. E.* C. D. Dillian* D. R. Braun* J. W. K. Harris* and P. W. Kiura. 2011. Transport and Subsistence Patterns in the Transition to Pastoralism* Koobi Fora* Kenya. Archaeometry 53(6):1085-1098.,,,,,,,,,,,,,,,,,,,,,,,
,Negash and Shackley 2006,"""{Negash, 2006 #11172}""",1,x,Negash* Agazi* and M. S. Shackley. 2006. Geochemical Provenance of Obsidian Artefacts from the MSA Site in Porc Epic* Ethiopia. Archaeometry 48(1):1-12.,,,,,,,,,,,,,,,,,,,,,,,
,Negash et al. 2006,"""{Negash, 2006 #11173}""",1,x,Negash* Agazi* Steven M. Shackley* and Mulugeta Alene. 2006. Source Provenance of Obsidian Artifacts from the Early Stone Age (ESA) Site of Melka Konture* Ethiopia. Journal of Archaeological Science 33:1647-1650.,,,,,,,,,,,,,,,,,,,,,,,
,Negash et al. 2007,"""{Negash, 2007 #11174}""",1,x,Negash* Agazi* Mulugeta Alene* F. H. Brown* B. P. Nash* and M. S. Shackley. 2007. Geochemical Sources for the Terminal Pleistocene/Early Holocene Obsidian Artifacts of the Site of Beseka* Central Ethiopia. Journal of Archaeological Science 34:1205-1210.,,,,,,,,,,,,,,,,,,,,,,,
,Nelson 1979,"""{Nelson, 1979 #11304}""",10,x,Nelson* Fred W.* and Richard D. Holmes. 1979. Trace Element Analysis of Obsidian Sources and Artifacts from Western Utah. Antiquities Section Selected Papers 6(14-15):65-78.,,,,,,,,,,,,,,,,,,,,,,,
,Nelson 1984,"""{Nelson, 1984 #11175}""",10,x,Nelson* Fred W.* Jr. 1984. X-Ray Flourescence Analysis of Some Western North American Obsidians. Obsidian Studies in the Great Basin* Contributions of the University of California Archaeological Research Facility 45.,,,,,,,,,,,,,,,,,,,,,,,
,Neri et al. 2015,"""{Neri, 2010 #11176}""",1,x,Neri* Leee Anthony* Afred F. Pawlik* Christian Reepmeyer* Armand Salvador B. Mijares* and Victor J. Paz. 2010. Mobility of Early Islanders in the Philippines During the Terminal Pleistocene/Early Holocene Boundary: pXRF-Analysis of Obsidian Artefacts. Journal of Archaeological Science 61:149-157.,,,,,,,,,,,,,,,,,,,,,,,
,Neumann 1902,"""{Neumann, 1902 #11340}""",,,Neumann* Oscar. 1902. From the Somali Coast Through Southern Ethiopia to the Sudan. The Geographic Journal 4(xx):373-387. ,,,,,,,,,,,,,,,,,,,,,,,
,Nielson and Hulen 1984,"""{Nielson, 1984 #11177}""",,,Nielson* Dennis* and Jeffery B. Hulen. 1984. Internal Geology and Evolution of the Redondo Dome* Valles Caldera* New Mexico. Journal of Geophysical Research 89(B10):8695-9711.,,,,,,,,,,,,,,,,,,,,,,,
,Niknami et al. 2010,"""{Nikami, 2010 #11178}""",1,x,Nikami* K. A.* A. C. Amirkhiz* and M. D. Shackley. 2010. Provenance Studies of Chalcolithic Obsidians Artefacts from Near Lake Urmia* northwestren Iran Using WDXRF Analysis. Archaeometry 52(1):19-30.,,,,,,,,,,,,,,,,,,,,,,,
,Noble 1972,"""{Noble, 1972 #10858}""",,,Noble* Donald C. 1972. Some Observations on the Cenozoic Volcano-Tectonic Evolution of the Great Basin* Western united States. Earth and Planetary Science Letters 17:142-150.,,,,,,,,,,,,,,,,,,,,,,,
,Oddone et al. 1997,"""{Oddone, 1997 #11180}""",,,Oddone* M.* Z. Yegingil* G. Bigazzi* T. Ercan* and M. Özdogan. 1997. Chemical Characterizations of Anatolian Obsidians by Instrumental and Epithermal Neutron Activation Analysis. Journal of Radioanalytical and Nuclear Chemistry 221(1-2):27-38.,,,,,,,,,,,,,,,,,,,,,,,
,Oddone et al. 1999,"""{Oddone, 1999 #11184}""",,,Oddone* M.* P. Matron* G. Bigazzi* and K. T. Biro. 1999. Chemical Characterisations of Carpathian Obsidian Sources by Instrumentation and Epithermal Neutron Activation Analysis. Journal of Radioanalytical and Nuclear Chemistry 240(1):147-153.,,,,,,,,,,,,,,,,,,,,,,,
,Odonne et al. 2000,"""{Oddone, 2000 #11181}""",,,Oddone* M.* G. Bigazzi* Y. Keheyan* and S. Meloni. 2000. Characterization of Armenian Obsidians: Implications for Raw Material Supply for Prehistoric Artifacts. Journal of Radioanalytical and Nuclear Chemistry 243(3):673-682.,,,,,,,,,,,,,,,,,,,,,,,
,Orchard 2008,"""{Orchard, 2008 #11183}""",,,Orchard* Trevor J. 2008. A Re-Evaluation of the Late Holocene in Haida Gwaii: Salmon Intensification and the 'Developed Northwest Coast Pattern'. Paper presented at the Society for American Archaeology 73rd Annual Meeting* Vancouver* British Columbia.,,,,,,,,,,,,,,,,,,,,,,,
,Ozawa2004,"""{Ozawa, 2004 #11341}""",,,Ozawa* Ayako* Takahiro Tagami* Eddie L. Listanco* Carmencita B. Arpa* and Masafumi Sudo. 2004. Initiation and Propagation of Subduction Along the Philippine  Trench: Evidence from the Temporal and Spatial Distribution of Volcanoes. Journal of Asian Earth Sciences 23:105-111. ,,,,,,,,,,,,,,,,,,,,,,,
,Palais 1985,"""{Palais, 1985 #11185}""",10,x,Palais* Julie Michelle. 1985. Tephra Layers and Ice Chemistry in Byrd-Station Ice Core* Antarctica* Ohio State University.,,,,,,,,,,,,,,,,,,,,,,,
,Panich et al. 2012,"""{Panich, 2012 #11186}""",1,x,Panich* Lee M.* Antonio Porcayo Michelini* and Steven M. Shackley. 2012. Obsidian Sources of Northern Baja. California Archaeology 4:183-200.,,,,,,,,,,,,,,,,,,,,,,,
,Panich et al. 2015,"""{Panich, 2015 #11187}""",10,x,Panich* Lee M.* Erika Moranchel Mondragon* and Antonio Porcayo Michelini. 2015. Exploring Patterns of Obsidian Coveyance in Baja California* Mexico. Journal of California and Great Basin Anthropology 35(2):257-274.,,,,,,,,,,,,,,,,,,,,,,,
,Panich et al. 2017,"""{Panich, 2017 #11188}""",1,x,Panich* Lee M.* Steven M. Shackley* and Antonio Porcayo Michelini. 2017. A Reassesment of Archaeological Obsidian from Southern Alta California and Northern Baja California. California Archaeology 9(1):53-77.,,,,,,,,,,,,,,,,,,,,,,,
,Park 1983,"""{Park, 1983 #11189}""",,,Park* Steven Lynn. 1983. Paleomagmatic Stratigraphy* Geochemistry and Source Areas of Miocene Ash-Flow Tuffs and Lavas of the Badger Mountain Area* Northwestern Nevada* University of Nevada.,,,,,,,,,,,,,,,,,,,,,,,
,Parfitt and McCutcheon 2017,"""{Parfitt, 2017 #11342}""",10,x,Parfitt* Anne B. and Patrick T. McCutheon. 2017. Chemical Sourcing of Obsidian Artifacts from the Grisham Site (45-KT-301) to Study Source Variability. Journal of Northwest Anthropology 51(1):37-72. ,,,,,,,,,,,,,,,,,,,,,,,
,Pastrana and Carbollo 2017,"""{Pastrana, 2017 #11190}""",,,Pastrana* Alexandro* David M. Carbollo. 2017. Aztec Obsidian Industries: Oxford Handbook of the Aztecs. Deborah Nichols and Enrique Rodriguez-Algeria (editors). Oxford* Oxford University Press,,,,,,,,,,,,,,,,,,,,,,,
,Pearce et al. 1995,"""{Pearce, 1995 #11191}""",10,x,Pearce* Julian A.* Peter E. Baker* Peter E. Harvey* and Ian W. Luff. 1995. Geochemical Evidence for Subduction Fluxes* Mantle Melting and Fractional Crystallization Beneath the South Sandwich Island Arc. Journal of Petrology 36(4):1073-1109.,,,,,,,,,,,,,,,,,,,,,,,
,Pecerillo 2003,"""{Peccerillo, 2003 #11193}""",,,Peccerillo* Angelo. 2003. Plio-Quaternary Magmatism in Itlay. Episodes 26(3):222-226.,,,,,,,,,,,,,,,,,,,,,,,
,Pecskay et al. 2006,"""{Pecskay, 2006 #11194}""",,,Pecskay* Zoltan* Jaroslav Lexa* Alexandru Szakes* Ioan Seghedi* Kadosa Baloghi* Vlastimil Konecny* Tibor Zelenka* Marinel Kovacs* Terez Poka* Alexandrina Fulop* Emo Matron* Cristian Panaiotu* and Vladica Cvetkovic. 2006. Geochronology of Neogene Magmatism in the Carpathian Arc and Intra-Carpathian Area. Geologica Carpathica 56(6):511-530.,,,,,,,,,,,,,,,,,,,,,,,
,Peirce et al. 1979,"""{Peirce, 1979 #11196}""",,,Peirce* H. W.* P. E. Damon* and M. Shafiqullah. 1979. An Oligocene (?) Colorado Plateau Edge in Arizona. Technophysics 61:1-24.,,,,,,,,,,,,,,,,,,,,,,,
,perreault_etal_2016,"""{Perreault, 2016 #11197}""",10,x,Perreault* Charles* Matthew T. Boulanger* Adam M. Hudson* David Rhode* David B. Madsen* John W. Olsen* Martina L. Steffen* Jay Quade* Michael D. Glascock* and P. Jeffery Brantingham. 2016. Characterization of Obsidian from the Tibetan Plateau by XRF and INAA. Journal of Archaeological Science 5:392-399.,,,,,,,,,,,,,,,,,,,,,,,
,Personius 1982,"""{Personius, 1982 #11202}""",,,Personius* Stephen Francis. 1982. Geologic Setting and Geomorphic Analysis of Quaternary Fault Scarps Along the Deep Creek Fault* Upper Yellowstone Valley* South-Central Montana* Montana State University.,,,,,,,,,,,,,,,,,,,,,,,
,Philips and Speakman 2009,"""{Philips, 2009 #11203}""",1,x,Philips* S. Colby* and Robert J. Speakman. 2009. Initial Source Evaluation of Archaeological Obsidian from the Kuril Islands of the Russian Far East Using Portble XRF. Journal of Archaeological Science 39:1256-1263.,,,,,,,,,,,,,,,,,,,,,,,
,Peirce 2015,"""{Pierce, 2015 #11195}""",10,x,Pierce* Daniel E. 2015. Visual and Geochemical Analysis of Obsidian Source Use at San Felipe Azatan* Mexico. Journal of Anthropological Archaeology 40:266-279.,,,,,,,,,,,,,,,,,,,,,,,
,Pintar et al. 2016,"""{Pintar, 2016 #11204}""",1,x,Pintar* Elizabeth* Jorge G. Martinez* Carlos A. Aschero* and Michael D. Glascock. 2016. Obsidian Use and Mobility During the Early and Middle Holocene in Salt Pun* NW Argentina. Quaternary International 422:93-108.,,,,,,,,,,,,,,,,,,,,,,,
,Pool et al. 2014,"""{Pool, 2014 #11205}""",1,x,Pool* Christopher A.* Charles L. F. Knight* and Michael D. Glascock. 2014. Formative Obsidian Procurement at Tres Zapotes* Veracruz* Mexico: Implications for Olmec and Epi-Olmec Political Economy. Ancient Mesoamerica 25:271-293.,,,,,,,,,,,,,,,,,,,,,,,
,Pritchard 2011,"""{Pritchard, 2011 #11206}""",10,x,Pritchard* Chad James. 2011. Petrogenesis of the Intracaldera Upper Basin Member of the Plateau Rhyolite and Extra-Caldera Mingled Magma Complexes* Washington State University.,,,,,,,,,,,,,,,,,,,,,,,
,Puchlik et al. 1977,"""{Putchlik, 1997 #11207}""",,,Putchlik* K. P.* B. E. Holder* and C. F. Smith. 1997. Raw Data Report Roach Lake Basin in Orientation Study Kingman 10 X 20 NTMS Area* Nevada. Copies available from National Uranium Resources Evaluation* Lawrence Livermore Laboratory Hydrological and Stream Sediment Reconaissance.,,,,,,,,,,,,,,,,,,,,,,,
,Randle et al. 1971,"""{Randle, 1971 #11208}""",,,Randle* Keith* Gordon G. Goles* and Laurence R. Kittleman. 1971. Geochemical and Petrological Characterization of Ash Samples from Cascade Range Volcanoes. Quaternary Research 1:261-282.,,,,,,,,,,,,,,,,,,,,,,,
,Rebnegger 2010,"""{Rebnegger, 2010 #11209}""",,,Rebnegger* Karin J. 2010. Obsidian Production and Changing Consumption in the Lake Patzcuaro Basin* Michoacan* Mexico. Ancient Mesoamerica 21:79-89.,,,,,,,,,,,,,,,,,,,,,,,
,Reepmeyer and Clark 2010,"""{Reepmeyer, 2010 #11210}""",1,x,Reepmeyer* C.* and G. Clark. 2010. Post-Colonization Interaction Between Vanuatu and Fiji Reconsididered: the Re-Analysis of Obsidian from Lakeba Island* Fiji. Archaeometry 52:1-18.,,,,,,,,,,,,,,,,,,,,,,,
,Reepmeyer et al. 2011,"""{Reepmeyer, 2011 #11211}""",,,Reepmeyer* Christian* Matthew Spriggs* Anggraeni* Peter Lape* Leee Neri* Wilfredo P. Ronquillo* Truman Simanjuntak* Glenn Summerhayes* Daud Tanudirjo* and Archie Tiauzon. 2011. Obsidian Sources and Distribution Systems in Island Southeast Asia: New Results and Implications from Geochemical Research Using LA-ICPMS. Journal of Archaeological Science 38:2995-3005.,,,,,,,,,,,,,,,,,,,,,,,
,Rees 2008,"""{Rees, 2008 #11212}""",10,x,Rees* Margret N. 2008. Archaological Inventory* Site Assesment* and Data Management* Lake Mead National Recreation Area (LAME) and Parashant National Monument (PARA)* Annual Report for 2008. Copies available from University of Nevada.,,,,,,,,,,,,,,,,,,,,,,,
,Reeves and Ward 1976,"""{Reeves, 1976 #11213}""",10,x,Reeves* Roger D.* and Graeme K. Ward. 1976. Characterization Studies of New Zealand Obsidians: Toward A Regional Prehistory. In Advances in Obsidian Glass Studies: Archaeological and Geochemical Perspectives* pp. 259-287. Noyes Press* Park Ridge.,,,,,,,,,,,,,,,,,,,,,,,
,Personal Communication Rudy Reimer,"""{Reimer, 2013 #11201}""",1,x,Reimer* Rudy. 2013. Personal Communication.,,,,,,,,,,,,,,,,,,,,,,,
