Continent,Region/Plate,Archaeological Grouping,Country,State (or the like),Serial,Group Serial,Source General,Source Common Name,Obsidian Age,Secondary Age,Ages Average,Formation Type,Boundary Activity,Boundary Type,Crust Type,Normative Occurrence,Latitude,Longitude,Loc. Notes,Conservative Grouping,Hypothetical Grouping,Tool Quality,Type,Geology,Ethnominerology,Other Names,Bibliographies,Known?,Catalogued?,,Total No. Known,Total No. Catalogued,Total %,,,,,,,,,,,,,
North America,Trans-Mexican Volcanic Belt,Mesoamerica,Mexico,Zacatecas,MEX084,G-MEX083,Huitzila,Huitzila-2,,10,10,,Active,Convergent,Continental,Active Continental Margin,21.211,-103.611,,,Western TMVB,High,Obsidian,"""Huitzila is high quality obsidian and is found in many colors - including 'rainbow' varieties. The source was heavily exploited during pre-Hispanic times (Glascock et al. 2010).""",,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Glascock, Michael D., Phil C. Weigand, Rodrigo Esparza López, Michael A. Ohnersorgen, Mauricio Garduño, Joseph B. Mountjoy, and J. Andrew Darling. 2010. Geochemical Characterisation of Obsidian in Western Mexico: the Sources in Jalisco, Nayarit, and Zacatecas. In Crossing the Straits: Prehistoric Obsidian Exploration in the Pacific RIm, pp. 201-217. BAR International Series 2152. Archeaopress, Publishers of British Archaeological Reports, Oxford.""",1,,,,,,,,,,,,,,,,,,
North America,Trans-Mexican Volcanic Belt,Mesoamerica,Mexico,Zacatecas,MEX085,G-MEX085,Nochistlan,Nochistlan,,11-17.6,14.3,,Active,Convergent,Continental,Active Continental Margin,21.402,-102.848,,,Central TMVB,Medium,Obsidian,"""Nochistlan obsidian can be found on the eastern flanks of the Sierra de Nochistlan, and may be related to the Cerro San Miguel Volcano (Glascock et al. 2010).""",,"""Literature suggests an alternate name for this source includes El Tuiche (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Glascock, Michael D., Phil C. Weigand, Rodrigo Esparza López, Michael A. Ohnersorgen, Mauricio Garduño, Joseph B. Mountjoy, and J. Andrew Darling. 2010. Geochemical Characterisation of Obsidian in Western Mexico: the Sources in Jalisco, Nayarit, and Zacatecas. In Crossing the Straits: Prehistoric Obsidian Exploration in the Pacific RIm, pp. 201-217. BAR International Series 2152. Archeaopress, Publishers of British Archaeological Reports, Oxford. ; Ferrari, Luca, Teresa Orozco-Esquivel, Vlad Manea, and Marine Manea. 2012. The Dynamic History of the Trans-Mexican Volcanic Belt and the Mexico Subduction Zone. Technophysics 522-523:122-149.""",1,1,,,,,,,,,,,,,,,,,
North America,Trans-Mexican Volcanic Belt,Mesoamerica,Mexico,Hidalgo,MEX086,G-MEX033,Sierra de Pachuca,Sierra de Pachuca Group General,,14.5-5,9.75,,Active,Convergent,Continental,Active Continental Margin,20.143,-98.751,,,Eastern TMVB,High,Obsidian,"""Pachuca obsidian is transparent green with a green-gold tint. The glass is of fine quality for tool making and contains very few inclusions (Doering 2002).""","""Pachuca was one of the earliest sources exploited in Central Mexico, with blades associated with mammoth kill sites in the Late Pleistocene (Doering 2002).""","""Literature suggests alternate names for this source include Cerro del las Navajas, Cerro de Minillas, Cerro Pelon, Cruz del Milagro, El Chapulin, El Ocote, Huasca, Pachuca Rancho, Guajalote, and Sierra de las Navajas (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Smith, Michael E., Adrian L. Burke, Timothy S. Hare, and Michael D. Glascock. 2007. Sources of Imported Obsidian at Postclassic Sites in the Yautepec Valley, Morelos: A Characterization Study Using XRF and INAA. Latin American Antiquity 18(4):429-450. ; Ferrari, Luca, Teresa Orozco-Esquivel, Vlad Manea, and Marine Manea. 2012. The Dynamic History of the Trans-Mexican Volcanic Belt and the Mexico Subduction Zone. Technophysics 522-523:122-149. ; Doering, Travis F. 2002. Obsidian Artifacts from San Andres, La Venta, Tabasco, Mexico, The Florida State University. ; Carballo, David M., Jennifer Carballo, and Hector Neff. 2007. Formative and Classic Period Obsidian Procurement in Central Mexico: A Compositional Study Using Laser Ablation-Inductively Coupled Plasma-Mass Spectrometry. Latin American Antiquity 18(1):27-43.""",1,1,,,,,,,,,,,,,,,,,
North America,Trans-Mexican Volcanic Belt,Mesoamerica,Mexico,Puebla,MEX087,G-MEX075,Zaragoza,Zaragoza Group General,,10,10,,Active,Convergent,Continental,Active Continental Margin,19.758,-97.507,,,Eastern TMVB,,Obsidian,"""Zaragoza glass is opaque and dense black, may contain particulates, and exhibits lateral banding of dark-grey to black. The flows are several meters thick (Doering 2002).""","""Zaragoza obsidian was heavily exploited and used during the Formative Period, and it is common in lithic assemblages. Mines and workshops can be found in the southern deposits, while the northern ones appear untouched (Doering 2002).""",,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Ebert, C. E., M. Dennison, K. G. Hirth, Cs. B. Mcclure, and D. J. Kennett. 2015. Formative Period Obsidian Exchange Along the Pacific Coast of Mesoamerica. Archaeometry 57(1):54-73. ; Pool, Christopher A., Charles L. F. Knight, and Michael D. Glascock. 2014. Formative Obsidian Procurement at Tres Zapotes, Veracruz, Mexico: Implications for Olmec and Epi-Olmec Political Economy. Ancient Mesoamerica 25:271-293. ; Smith, Michael E., Adrian L. Burke, Timothy S. Hare, and Michael D. Glascock. 2007. Sources of Imported Obsidian at Postclassic Sites in the Yautepec Valley, Morelos: A Characterization Study Using XRF and INAA. Latin American Antiquity 18(4):429-450. ; Ferrari, Luca, Teresa Orozco-Esquivel, Vlad Manea, and Marine Manea. 2012. The Dynamic History of the Trans-Mexican Volcanic Belt and the Mexico Subduction Zone. Technophysics 522-523:122-149. ; Doering, Travis F. 2002. Obsidian Artifacts from San Andres, La Venta, Tabasco, Mexico, The Florida State University. ; Glascock, M.D.. 2002. Characterization of the obsidian sources in Northern Mesoamerica. In: Cobean, R. (Ed.), A World of Obsidian: the Mining and Trade of a Volcanic Glass in Ancient Mexico. Instituto Nacional de Antropología e Historia and University of Pittsburgh, Mexico, D.F. and Pittsburgh, 205-238.""",1,1,,,,,,,,,,,,,,,,,
North America,Trans-Mexican Volcanic Belt,Mesoamerica,Mexico,Zacatecas,MEX088,G-MEX083,Huitzila,Huitzila Group General,,10,10,,Active,Convergent,Continental,Active Continental Margin,21.211,-103.611,,,Western TMVB,High,Obsidian,"""Huitzila is high quality obsidian and is found in many colors - including 'rainbow' varieties. The source was heavily exploited during pre-Hispanic times (Glascock et al. 2010).""",,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Darling, J. A., and F. M. Hayashida. 1995. Composition of the Huitzila and La Lobera Obsidian Sources in the Southern Madre Occidental, Mexico. Journal of Radioanalytical and Nuclear Chemistry 196(2):245-254. ; Glascock, Michael D., Phil C. Weigand, Rodrigo Esparza López, Michael A. Ohnersorgen, Mauricio Garduño, Joseph B. Mountjoy, and J. Andrew Darling. 2010. Geochemical Characterisation of Obsidian in Western Mexico: the Sources in Jalisco, Nayarit, and Zacatecas. In Crossing the Straits: Prehistoric Obsidian Exploration in the Pacific RIm, pp. 201-217. BAR International Series 2152. Archeaopress, Publishers of British Archaeological Reports, Oxford. ; Ferrari, Luca, Teresa Orozco-Esquivel, Vlad Manea, and Marine Manea. 2012. The Dynamic History of the Trans-Mexican Volcanic Belt and the Mexico Subduction Zone. Technophysics 522-523:122-149.""",1,1,,,,,,,,,,,,,,,,,
North America,Northern Mexico,Northern Mexico,Mexico,Chihuahua,MEX089,G-MEX015,Sierra Fresnal,Sierra Fresnal East,,,,,Active,Convergent,Continental,Active Continental Margin,30.84,-107.768,,,Western TMVB,,Obsidian,"""Sierra Fresnal is located in northern Chihuahua, and can be found in secondary alluvial deposits for 70 km around (Dolan et al. 2016).""",,"""Literature suggests alternate names for this source includes Lago Fredrico, Laguna Azteca, and Ojo Fredrico (Dolan et al. 2017, Shackley 2002).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Shackley, Steven M. n. d. Sierra Fresnal. 2017. ; Dolan, Sean G., Michael E. Whalen, Paul E. Minnis, and Steven M. Shackley. 2016. Obsidian in the Casas Grandes World: Procurement, Exchange, and Interaction in Chihuahua, Mexico, CE 1200-1450. Journal of Archaeological Science 11:555-567. ; Shackley, Steven M. 2002. Source Provenance of Archaeological Obsidian Artifacts from Mimbres Mogollon Sites in the Cedar Mountains, Southwest New Mexico. Copies available from Archaeological Research Institute, University of California.""",1,1,,,,,,,,,,,,,,,,,
North America,Northern Mexico,Northern Mexico,Mexico,Chihuahua,MEX090,G-MEX015,Sierra Fresnal,Sierra Fresnal West,,,,,Active,Convergent,Continental,Active Continental Margin,30.84,-107.768,,,Western TMVB,,Obsidian,"""Sierra Fresnal is located in northern Chihuahua, and can be found in secondary alluvial deposits for 70 km around (Dolan et al. 2016).""",,"""Literature suggests alternate names for this source includes Lago Fredrico, Laguna Azteca, and Ojo Fredrico (Dolan et al. 2017, Shackley 2002).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Shackley, Steven M. n. d. Sierra Fresnal. 2017. ; Dolan, Sean G., Michael E. Whalen, Paul E. Minnis, and Steven M. Shackley. 2016. Obsidian in the Casas Grandes World: Procurement, Exchange, and Interaction in Chihuahua, Mexico, CE 1200-1450. Journal of Archaeological Science 11:555-567. ; Shackley, Steven M. 2002. Source Provenance of Archaeological Obsidian Artifacts from Mimbres Mogollon Sites in the Cedar Mountains, Southwest New Mexico. Copies available from Archaeological Research Institute, University of California.""",1,1,,,,,,,,,,,,,,,,,
North America,Trans-Mexican Volcanic Belt,Mesoamerica,Mexico,Jalisco,MEX091,G-MEX054,Navajas,Navajas 1,,10,10,,Active,Convergent,Continental,Active Continental Margin,20.504,-103.614,,Volcan Primavera,Western TMVB,High,Obsidian,,"""The Navajas source area is quite extensive. There are numerous depressions and pits that clearly indicate ancient mining activity. The largest prehistoric quarry located to date (30m in diameter and 6m deep) is here. An estimated 2000 cubic meters of artefact-quality obsidian could have been extracted from this single pit. Several mining tunnels were also identified with depths ranging up to 8m. Hammerstones are found with high frequency. On the highest hill, overlooking the valley floor and lower hills where the obsidian was mined, is the location of the Navajo ceremonial precinct consisting of a series of structures dating to the late Formative and early Classic periods (El Arenal and Ahualulco phases, 350 BC to AD 450). A number of small Post-Classic complexes dot the entire region. Obsidian from Navajas is of high quality and it was employed for a wide range of artefacts, including some use in the late Formative for jewelry making' (Glascock et al. 2010).""",,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Glascock, Michael D., Phil C. Weigand, Rodrigo Esparza López, Michael A. Ohnersorgen, Mauricio Garduño, Joseph B. Mountjoy, and J. Andrew Darling. 2010. Geochemical Characterisation of Obsidian in Western Mexico: the Sources in Jalisco, Nayarit, and Zacatecas. In Crossing the Straits: Prehistoric Obsidian Exploration in the Pacific RIm, pp. 201-217. BAR International Series 2152. Archeaopress, Publishers of British Archaeological Reports, Oxford. ; Ferrari, Luca, Teresa Orozco-Esquivel, Vlad Manea, and Marine Manea. 2012. The Dynamic History of the Trans-Mexican Volcanic Belt and the Mexico Subduction Zone. Technophysics 522-523:122-149.""",1,1,,,,,,,,,,,,,,,,,
North America,Trans-Mexican Volcanic Belt,Mesoamerica,Mexico,Jalisco,MEX092,G-MEX054,Navajas,Navajas 2,,10,10,,Active,Convergent,Continental,Active Continental Margin,20.504,-103.614,,Volcan Primavera,Western TMVB,High,Obsidian,,"""The Navajas source area is quite extensive. There are numerous depressions and pits that clearly indicate ancient mining activity. The largest prehistoric quarry located to date (30m in diameter and 6m deep) is here. An estimated 2000 cubic meters of artefact-quality obsidian could have been extracted from this single pit. Several mining tunnels were also identified with depths ranging up to 8m. Hammerstones are found with high frequency. On the highest hill, overlooking the valley floor and lower hills where the obsidian was mined, is the location of the Navajo ceremonial precinct consisting of a series of structures dating to the late Formative and early Classic periods (El Arenal and Ahualulco phases, 350 BC to AD 450). A number of small Post-Classic complexes dot the entire region. Obsidian from Navajas is of high quality and it was employed for a wide range of artefacts, including some use in the late Formative for jewelry making' (Glascock et al. 2010).""",,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Glascock, Michael D., Phil C. Weigand, Rodrigo Esparza López, Michael A. Ohnersorgen, Mauricio Garduño, Joseph B. Mountjoy, and J. Andrew Darling. 2010. Geochemical Characterisation of Obsidian in Western Mexico: the Sources in Jalisco, Nayarit, and Zacatecas. In Crossing the Straits: Prehistoric Obsidian Exploration in the Pacific RIm, pp. 201-217. BAR International Series 2152. Archeaopress, Publishers of British Archaeological Reports, Oxford. ; Ferrari, Luca, Teresa Orozco-Esquivel, Vlad Manea, and Marine Manea. 2012. The Dynamic History of the Trans-Mexican Volcanic Belt and the Mexico Subduction Zone. Technophysics 522-523:122-149.""",1,1,,,,,,,,,,,,,,,,,
North America,Trans-Mexican Volcanic Belt,Mesoamerica,Mexico,Michoacán,MEX093,G-MEX068,Zinapecuaro,Zinapecuaro A,,14.5-5,9.75,,Active,Convergent,Continental,Active Continental Margin,19.738,-100.838,,Los Azufres Region,Central TMVB,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Espino, Denisse Argote, Jesus Sole, Pedro Lopez Garcia, and Osvaldo Sterpone Canuto. 2010. Análisis Composicional de Seis Yacimientos de Obsidiana del Centro Obsidiana del Centro de México y su Clasificación con DBSCAN. Arquelogia 43:198-216. ; Ferrari, Luca, Teresa Orozco-Esquivel, Vlad Manea, and Marine Manea. 2012. The Dynamic History of the Trans-Mexican Volcanic Belt and the Mexico Subduction Zone. Technophysics 522-523:122-149.""",1,1,,,,,,,,,,,,,,,,,
North America,Trans-Mexican Volcanic Belt,Mesoamerica,Mexico,Michoacán,MEX094,G-MEX068,Zinapecuaro,Zinapecuaro B,,14.5-5,9.75,,Active,Convergent,Continental,Active Continental Margin,19.738,-100.838,,Los Azufres Region,Central TMVB,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Espino, Denisse Argote, Jesus Sole, Pedro Lopez Garcia, and Osvaldo Sterpone Canuto. 2010. Análisis Composicional de Seis Yacimientos de Obsidiana del Centro Obsidiana del Centro de México y su Clasificación con DBSCAN. Arquelogia 43:198-216. ; Ferrari, Luca, Teresa Orozco-Esquivel, Vlad Manea, and Marine Manea. 2012. The Dynamic History of the Trans-Mexican Volcanic Belt and the Mexico Subduction Zone. Technophysics 522-523:122-149.""",1,1,,,,,,,,,,,,,,,,,
North America,Trans-Mexican Volcanic Belt,Mesoamerica,Mexico,Michoacán,MEX095,G-MEX068,Zinapecuaro,Zinapecuaro C,,14.5-5,9.75,,Active,Convergent,Continental,Active Continental Margin,19.738,-100.838,,Los Azufres Region,Central TMVB,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Espino, Denisse Argote, Jesus Sole, Pedro Lopez Garcia, and Osvaldo Sterpone Canuto. 2010. Análisis Composicional de Seis Yacimientos de Obsidiana del Centro Obsidiana del Centro de México y su Clasificación con DBSCAN. Arquelogia 43:198-216. ; Ferrari, Luca, Teresa Orozco-Esquivel, Vlad Manea, and Marine Manea. 2012. The Dynamic History of the Trans-Mexican Volcanic Belt and the Mexico Subduction Zone. Technophysics 522-523:122-149.""",1,1,,,,,,,,,,,,,,,,,
North America,Trans-Mexican Volcanic Belt,Mesoamerica,Mexico,Puebla,MEX096,G-MEX096,La Derrumbadas Region,La Derrumbadas Region,,14.5-5,9.75,,Active,Convergent,Continental,Active Continental Margin,19.2333333,-97.43333333,,,East TMVB,,Obsidian,,,,"""Macdonald, R., R. L. Smith, and J. E. Thomas. 1992. Chemisty of Subalkalic Silicic Obsidians. U. S. Geological Survey Professional Papers 1523. ; Glascock, M.D.. 2002. Characterization of the obsidian sources in Northern Mesoamerica. In: Cobean, R. (Ed.), A World of Obsidian: the Mining and Trade of a Volcanic Glass in Ancient Mexico. Instituto Nacional de Antropología e Historia and University of Pittsburgh, Mexico, D.F. and Pittsburgh, 205-238. ; Millhauser, John K., Enrique Rodríguez-Alegría, and Michael D. Glascock. 2011. Testing the Accuracy of Portable X-Ray Fluorescence to Study Aztec and Colonial Obsidian Supply at Xaltocan, Mexico. Journal of Archaeological Science 38: 3141-3152. ; Millhauser, John K., Lane F. Fargher, Verenice Y. Heredia Espinoza, and Richard E. Blanton. 2015. The Geopolitics of Obsidian Supply in Postclassic Tlaxcallan: A Portable X-Ray Fluorescence Study. Journal of Archaeological Science 58:133-146.""",1,1,,,,,,,,,,,,,,,,,
North America,Trans-Mexican Volcanic Belt,Mesoamerica,Mexico,Veracruz,MEX097,G-MEX097,Los Humeros,Los Humeros,,14.5-5,9.75,,Active,Convergent,Continental,Active Continental Margin,19.7,-97.25138888,,,East TMVB,,Obsidian,,,,"""Macdonald, R., R. L. Smith, and J. E. Thomas. 1992. Chemisty of Subalkalic Silicic Obsidians. U. S. Geological Survey Professional Papers 1523.""",1,1,,,,,,,,,,,,,,,,,
North America,Trans-Mexican Volcanic Belt,Mesoamerica,Mexico,Jalisco,MEX098,G-MEX098,Piedra Bola,Piedra Bola,,14.5-5,9.75,,Active,Convergent,Continental,Active Continental Margin,20.71666667,-103.2847222,,,Central TMVB,,Obsidian,,,,"""Macdonald, R., R. L. Smith, and J. E. Thomas. 1992. Chemisty of Subalkalic Silicic Obsidians. U. S. Geological Survey Professional Papers 1523.""",1,1,,,,,,,,,,,,,,,,,
North America,Trans-Mexican Volcanic Belt,Mesoamerica,Mexico,Michoacán,MEX099,G-MEX063,Cerro Varal,Cerro Varal Group General,, ,,,Active,Convergent,Continental,Active Continental Margin,19.862,-101.768,,Michoacán-Guanajuato Volcanic Field,Central TMVB,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Glascock, Michael D., Robert J. Speakman, and Helen P. Pollard. 2005. Chapter Three: LA-ICP-MS as a Supplement to Abbreviated-INAA for Obsidian Artifacts from the Aztec-Tarascan Frontier. In Laser Abalation-ICP-MS in Archaeological Research, edited by Robert J. Speakman, and Hector Neff, pp. 28-38. University of New Mexico Press, Albuquerque.""",1,1,,,,,,,,,,,,,,,,,
North America,Baja Peninsula,Baja Peninsula,Mexico,Baja California,MEX100,G-MEX100,Tinajas,Tinajas,,,,,Active,Divergent,Continental,Extensional Zone in Oceanic Basin,31.877,-115.547,LOCATION IS UNKNOWN AND APPROXIMATED,,,,Obsidian,"""Tinajas obsidian is found only as small nodules in secondary deposits, although its use was common throughout the region (Panich et al. 2017).""",,,"""Panich, Lee M., Steven M. Shackley, and Antonio Porcayo Michelini. 2017. A Reassesment of Archaeological Obsidian from Southern Alta California and Northern Baja California. California Archaeology 9(1):53-77.""",1,1,,,,,,,,,,,,,,,,,
North America,Northern Mexico,Northern Mexico,Mexico,Chihuahua,MEX101,G-MEX101,Chihuahua Unknown A,Chihuahua Unknown A,,10,10,,Active,Convergent,Continental,Active Continental Margin,31.761,-108.084,LOCATION IS UNKNOWN AND APPROXIMATED,,Western TMVB,,Obsidian,"""Chihuahua Unknown A is known from several sites in the Cedar Mountains area, and the source has yet to be identified (Shackley 2005).""",,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Shackley, Steven M. 2014. Source Provenance of Obsidian Artifacts from the Casas Grande Outlier Sites 204, 242, and 315, Northern Chihuahua. Copies available from Archaeological Reserach Facility, University of California. ; Ferrari, Luca, Teresa Orozco-Esquivel, Vlad Manea, and Marine Manea. 2012. The Dynamic History of the Trans-Mexican Volcanic Belt and the Mexico Subduction Zone. Technophysics 522-523:122-149. ; Shackley, Steven M. 2005. Obsidian: Geology and Archaeology in the North American Southwest. Arizona Board of Regents.""",1,1,,,,,,,,,,,,,,,,,
North America,Baja Peninsula,Baja Peninsula,Mexico,Baja California Sur,MEX102,G-MEX102,Tres Virgenes,Tres Virgenes,,0,0,Stratovolcano,Active,Divergent,Continental,Extensional Zone in Oceanic Basin,27.467,-112.59,,,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Ritter, Eric W., John W. Forster, Robert I. Orlins, Louis A. Payen, and Paul D. Bouey. 1995. Informative Archaeological Signatures at Bahia de las Animas, Baja California. Estudios Fronterizos 35-36:151-186. ; Global Volcanism Program, 2013. 2013. Volcanoes of the World v. 4.6.2, http://dx.doi.org/10.5479/si.GVP.VOTW4-2013, Smithsonian Institution, Washington DC.""",1,1,,,,,,,,,,,,,,,,,
North America,Trans-Mexican Volcanic Belt,Mesoamerica,Mexico,State of Mexico,MEX104,G-MEX104,Jocotitlán,Jocotitlán,,,,,Active,Convergent,Continental,Active Continental Margin,19.747,-99.762,LOCATION ONLY,,Eastern TMVB,,Obsidian,,,,"""Garcia-Palomo, Armando, Jose Luis Marcias, Jose Luis Arce, Lucia Capra, Victor Hugo Garduno, and Juan Manuel Espindola. 2002. Geology of Nevado de Toluca Volcano and Surrounding Areas, Central Mexico. Geological Society of America, Map and Chart Series MCH089:2-26.""",1,,,,,,,,,,,,,,,,,,
North America,Trans-Mexican Volcanic Belt,Mesoamerica,Mexico,Michoacán,MEX106,G-MEX106,Zacapu Basin,Zacapu Basin,,,,,Active,Convergent,Continental,Active Continental Margin,19.809,-101.745,LOCATION ONLY,Michoacán-Guanajuato Volcanic Field,Central TMVB,,Obsidian,,,,"""Rebnegger, Karin J. 2010. Obsidian Production and Changing Consumption in the Lake Patzcuaro Basin, Michoacan, Mexico. Ancient Mesoamerica 21:79-89.""",1,,,,,,,,,,,,,,,,,,
North America,Trans-Mexican Volcanic Belt,Mesoamerica,Mexico,Michoacán,MEX107,G-MEX107,La Cañada,La Cañada,,0.21,0.21,Maar,Active,Convergent,Continental,Active Continental Margin,19.852,-101.517,,Michoacán-Guanajuato Volcanic Field,Central TMVB,,Obsidian,,,,"""Kshirsagar, Pooja, Claus Siebe, Marie Noëlle Guilbaud, Sergio Salinas, and Paul W. Layer. 2015. Late Pleistocene Alberca de Guagalupe Marr Volcano (Zacapu Basin, Michoacan): Stratigraphy, Tectonic Setting, and Paleo-Hydrological Environment. Journal of Volcanology and Geothermal Research 304:214-236.""",1,1,,,,,,,,,,,,,,,,,
North America,Trans-Mexican Volcanic Belt,Mesoamerica,Mexico,Michoacán,MEX108,G-MEX038,Tulancingo,El Encinal,,,,,Active,Convergent,Continental,Active Continental Margin,19.962,-98.352,,,Eastern TMVB,,Obsidian,,,,"""Glascock, Michael D., J. M. Elam, and R. H. Cobean. 1998. Differentiation of Obsidian Sources in Mesoamerica. Paper presented at the 26th International Archaeometry Symposium, Toronto. ; Carballo, David M., Jennifer Carballo, and Hector Neff. 2007. Formative and Classic Period Obsidian Procurement in Central Mexico: A Compositional Study Using Laser Ablation-Inductively Coupled Plasma-Mass Spectrometry. Latin American Antiquity 18(1):27-43.""",1,1,,,,,,,,,,,,,,,,,
North America,Trans-Mexican Volcanic Belt,Mesoamerica,Mexico,Hidalgo,MEX109,G-MEX038,Tulancingo,Pizarrin,,14.5-5,9.75,,Active,Convergent,Continental,Active Continental Margin,,,,,Eastern TMVB,,Obsidian,"""Tulancingo obsidian is found in several extensive flows, and outcrops are typically exposed on hillsides and rivercuts. The material is typically grey green, but other colors are possible (Pastrana and Carbollo 2017).""","""The use of this glass peaked during the Postclassic Period, as it was the primary source of obsidian for the 'Triple Allience military expansion through Tulancingo due to its strategic location on a route toward he Gulf of Mexico' (Pastrana and Carbollo 2017).""","""Literature suggests alternate names for this source include Pizarrin and Pizzarin(IAOS World Source Catalog, Pastrana and Carbollo 2017).""","""Carballo, David M., Jennifer Carballo, and Hector Neff. 2007. Formative and Classic Period Obsidian Procurement in Central Mexico: A Compositional Study Using Laser Ablation-Inductively Coupled Plasma-Mass Spectrometry. Latin American Antiquity 18(1):27-43.""",1,1,,,,,,,,,,,,,,,,,
North America,Trans-Mexican Volcanic Belt,Mesoamerica,Mexico,Hidalgo,MEX110,G-MEX038,Tulancingo,Rancho Tenango,,14.5-5,9.75,,Active,Convergent,Continental,Active Continental Margin,,,,,Eastern TMVB,,Obsidian,"""Tulancingo obsidian is found in several extensive flows, and outcrops are typically exposed on hillsides and rivercuts. The material is typically grey green, but other colors are possible (Pastrana and Carbollo 2017).""","""The use of this glass peaked during the Postclassic Period, as it was the primary source of obsidian for the 'Triple Allience military expansion through Tulancingo due to its strategic location on a route toward he Gulf of Mexico' (Pastrana and Carbollo 2017).""",,"""Carballo, David M., Jennifer Carballo, and Hector Neff. 2007. Formative and Classic Period Obsidian Procurement in Central Mexico: A Compositional Study Using Laser Ablation-Inductively Coupled Plasma-Mass Spectrometry. Latin American Antiquity 18(1):27-43.""",1,1,,,,,,,,,,,,,,,,,
North America,Trans-Mexican Volcanic Belt,Mesoamerica,Mexico,Michoacán,MEX111,G-MEX111,Cerro Negra,Cerro Negra,,,,,Active,Convergent,Continental,Active Continental Margin,,,,,,,Obsidian,,,,"""Glascock, M.D.. 2002. Characterization of the obsidian sources in Northern Mesoamerica. In: Cobean, R. (Ed.), A World of Obsidian: the Mining and Trade of a Volcanic Glass in Ancient Mexico. Instituto Nacional de Antropología e Historia and University of Pittsburgh, Mexico, D.F. and Pittsburgh, 205-238.""",1,1,,,,,,,,,,,,,,,,,
North America,Trans-Mexican Volcanic Belt,Mesoamerica,Mexico,Puebla,MEX112,G-MEX112,Cerro Pizarro,Cerro Pizarro,,,,,Active,Convergent,Continental,Active Continental Margin,,,,,Eastern TMVB,,Obsidian,,,,"""Millhauser, John K., Enrique Rodríguez-Alegría, and Michael D. Glascock. 2011. Testing the Accuracy of Portable X-Ray Fluorescence to Study Aztec and Colonial Obsidian Supply at Xaltocan, Mexico. Journal of Archaeological Science 38: 3141-3152.  ; Millhauser, John K., Lane F. Fargher, Verenice Y. Heredia Espinoza, and Richard E. Blanton. 2015. The Geopolitics of Obsidian Supply in Postclassic Tlaxcallan: A Portable X-Ray Fluorescence Study. Journal of Archaeological Science 58:133-146.""",1,1,,,,,,,,,,,,,,,,,
